"site","date","count"
"M-12",2024-04-28,0
"M-12",2024-04-29,3
"M-12",2024-04-30,0
"M-12",2024-05-01,0
"M-12",2024-05-02,6
"M-12",2024-05-03,3
"M-12",2024-05-04,0
"M-12",2024-05-05,8
"M-12",2024-05-06,0
"M-12",2024-05-07,5
"M-12",2024-05-08,0
"M-12",2024-05-09,4
"M-12",2024-05-10,15
"M-12",2024-05-11,33
"M-12",2024-05-12,0
"M-12",2024-05-13,20
"M-12",2024-05-14,17
"M-12",2024-05-15,1
"M-12",2024-05-16,8
"M-12",2024-05-17,13
"M-12",2024-05-18,21
"M-12",2024-05-19,29
"M-12",2024-05-20,41
"M-12",2024-05-21,14
"M-12",2024-05-22,0
"M-12",2024-05-23,22
"M-12",2024-05-24,0
"M-12",2024-05-25,1
"M-12",2024-05-26,37
"M-12",2024-05-27,11
"M-12",2024-05-28,3
"M-12",2024-05-29,55
"M-12",2024-05-30,19
"M-12",2024-05-31,72
"M-12",2024-06-01,25
"M-12",2024-06-02,24
"M-12",2024-06-03,15
"M-12",2024-06-04,1
"M-12",2024-06-05,21
"M-12",2024-06-06,17
"M-12",2024-06-07,4
"M-12",2024-06-08,39
"M-12",2024-06-09,35
"M-12",2024-06-10,40
"M-12",2024-06-11,62
"M-12",2024-06-12,88
"M-12",2024-06-13,40
"M-12",2024-06-14,59
"M-12",2024-06-15,120
"M-12",2024-06-16,147
"M-12",2024-06-17,41
"M-12",2024-06-18,15
"M-12",2024-06-19,38
"M-12",2024-06-20,68
"M-12",2024-06-21,5
"M-12",2024-06-22,23
"M-12",2024-06-23,20
"M-12",2024-06-24,43
"M-12",2024-06-25,67
"M-12",2024-06-26,208
"M-12",2024-06-27,71
"M-12",2024-06-28,87
"M-2",2024-03-10,0
"M-2",2024-03-11,0
"M-2",2024-03-12,0
"M-2",2024-03-13,0
"M-2",2024-03-14,0
"M-2",2024-03-15,0
"M-2",2024-03-16,0
"M-2",2024-03-17,0
"M-2",2024-03-18,0
"M-2",2024-03-19,0
"M-2",2024-03-20,0
"M-2",2024-03-21,0
"M-2",2024-03-22,0
"M-2",2024-03-23,0
"M-2",2024-03-24,0
"M-2",2024-03-25,0
"M-2",2024-03-26,0
"M-2",2024-03-27,0
"M-2",2024-03-28,0
"M-2",2024-03-29,0
"M-2",2024-03-30,0
"M-2",2024-03-31,0
"M-2",2024-04-01,0
"M-2",2024-04-02,0
"M-2",2024-04-03,0
"M-2",2024-04-04,0
"M-2",2024-04-05,0
"M-2",2024-04-06,0
"M-2",2024-04-07,0
"M-2",2024-04-08,0
"M-2",2024-04-09,0
"M-2",2024-04-10,0
"M-2",2024-04-11,0
"M-2",2024-04-12,0
"M-2",2024-04-13,0
"M-2",2024-04-14,0
"M-2",2024-04-15,0
"M-2",2024-04-16,0
"M-2",2024-04-17,0
"M-2",2024-04-18,0
"M-2",2024-04-19,0
"M-2",2024-04-20,0
"M-2",2024-04-21,0
"M-2",2024-04-22,0
"M-2",2024-04-23,0
"M-2",2024-04-24,0
"M-2",2024-04-25,0
"M-2",2024-04-26,0
"M-2",2024-04-27,0
"M-2",2024-04-28,0
"M-2",2024-04-29,0
"M-2",2024-04-30,0
"M-2",2024-05-01,0
"M-2",2024-05-02,0
"M-2",2024-05-03,0
"M-2",2024-05-04,0
"M-2",2024-05-05,0
"M-2",2024-05-06,0
"M-2",2024-05-07,0
"M-2",2024-05-08,0
"M-2",2024-05-09,0
"M-2",2024-05-10,0
"M-2",2024-05-11,0
"M-2",2024-05-12,0
"M-2",2024-05-13,0
"M-2",2024-05-14,0
"M-2",2024-05-15,0
"M-2",2024-05-16,0
"M-2",2024-05-17,0
"M-2",2024-05-18,0
"M-2",2024-05-19,0
"M-2",2024-05-20,0
"M-2",2024-05-21,0
"M-2",2024-05-22,0
"M-2",2024-05-23,0
"M-2",2024-05-24,0
"M-2",2024-05-25,0
"M-2",2024-05-26,0
"M-2",2024-05-27,0
"M-2",2024-05-28,0
"M-2",2024-05-29,0
"M-2",2024-05-30,0
"M-2",2024-05-31,0
"M-2",2024-06-01,0
"M-2",2024-06-02,0
"M-2",2024-06-03,0
"M-2",2024-06-04,3
"M-2",2024-06-05,0
"M-2",2024-06-06,0
"M-2",2024-06-07,0
"M-2",2024-06-08,0
"M-2",2024-06-09,0
"M-2",2024-06-10,0
"M-2",2024-06-11,0
"M-2",2024-06-12,0
"M-2",2024-06-13,0
"M-2",2024-06-14,0
"M-2",2024-06-15,0
"M-2",2024-06-16,0
"M-2",2024-06-17,0
"M-2",2024-06-18,0
"M-2",2024-06-19,0
"M-2",2024-06-20,0
"M-2",2024-06-21,0
"M-2",2024-06-22,0
"M-2",2024-06-23,0
"M-2",2024-06-24,0
"M-2",2024-06-25,0
"M-2",2024-06-26,0
"M-2",2024-06-27,0
"M-2",2024-06-28,0
"M-5",2024-03-10,0
"M-5",2024-03-11,0
"M-5",2024-03-12,0
"M-5",2024-03-13,0
"M-5",2024-03-14,0
"M-5",2024-03-15,0
"M-5",2024-03-16,0
"M-5",2024-03-17,0
"M-5",2024-03-18,0
"M-5",2024-03-19,0
"M-5",2024-03-20,0
"M-5",2024-03-21,0
"M-5",2024-03-22,0
"M-5",2024-03-23,0
"M-5",2024-03-24,0
"M-5",2024-03-25,0
"M-5",2024-03-26,0
"M-5",2024-03-27,0
"M-5",2024-03-28,0
"M-5",2024-03-29,0
"M-5",2024-03-30,0
"M-5",2024-03-31,0
"M-5",2024-04-01,0
"M-5",2024-04-02,0
"M-5",2024-04-03,0
"M-5",2024-04-04,0
"M-5",2024-04-05,0
"M-5",2024-04-06,0
"M-5",2024-04-07,0
"M-5",2024-04-08,1
"M-5",2024-04-09,0
"M-5",2024-04-10,0
"M-5",2024-04-11,0
"M-5",2024-04-12,0
"M-5",2024-04-13,0
"M-5",2024-04-14,0
"M-5",2024-04-15,0
"M-5",2024-04-16,0
"M-5",2024-04-17,0
"M-5",2024-04-18,0
"M-5",2024-04-19,0
"M-5",2024-04-20,0
"M-5",2024-04-21,0
"M-5",2024-04-22,0
"M-5",2024-04-23,0
"M-5",2024-04-24,0
"M-5",2024-04-25,0
"M-5",2024-04-26,0
"M-5",2024-04-27,0
"M-5",2024-04-28,0
"M-5",2024-04-29,0
"M-5",2024-04-30,0
"M-5",2024-05-01,1
"M-5",2024-05-02,0
"M-5",2024-05-03,2
"M-5",2024-05-04,0
"M-5",2024-05-05,0
"M-5",2024-05-06,9
"M-5",2024-05-07,0
"M-5",2024-05-08,0
"M-5",2024-05-09,0
"M-5",2024-05-10,0
"M-5",2024-05-11,1
"M-5",2024-05-12,1
"M-5",2024-05-13,0
"M-5",2024-05-14,0
"M-5",2024-05-15,1
"M-5",2024-05-16,6
"M-5",2024-05-17,0
"M-5",2024-05-18,0
"M-5",2024-05-19,1
"M-5",2024-05-20,0
"M-5",2024-05-21,1
"M-5",2024-05-22,0
"M-5",2024-05-23,0
"M-5",2024-05-24,0
"M-5",2024-05-25,0
"M-5",2024-05-26,0
"M-5",2024-05-27,0
"M-5",2024-05-28,0
"M-5",2024-05-29,0
"M-5",2024-05-30,0
"M-5",2024-05-31,0
"M-5",2024-06-01,0
"M-5",2024-06-02,0
"M-5",2024-06-03,0
"M-5",2024-06-04,0
"M-5",2024-06-05,0
"M-5",2024-06-06,0
"M-5",2024-06-07,0
"M-5",2024-06-08,0
"M-5",2024-06-09,0
"M-5",2024-06-10,0
"M-5",2024-06-11,0
"M-5",2024-06-12,4
"M-5",2024-06-13,0
"M-5",2024-06-14,0
"M-5",2024-06-15,0
"M-5",2024-06-16,0
"M-5",2024-06-17,0
"M-5",2024-06-18,0
"M-5",2024-06-19,0
"M-5",2024-06-20,0
"M-5",2024-06-21,0
"M-5",2024-06-22,0
"M-5",2024-06-23,0
"M-5",2024-06-24,2
"M-5",2024-06-25,2
"M-5",2024-06-26,0
"M-5",2024-06-27,3
"M-5",2024-06-28,0
"M-6",2024-03-10,0
"M-6",2024-03-11,0
"M-6",2024-03-12,0
"M-6",2024-03-13,0
"M-6",2024-03-14,0
"M-6",2024-03-15,0
"M-6",2024-03-16,0
"M-6",2024-03-17,0
"M-6",2024-03-18,0
"M-6",2024-03-19,0
"M-6",2024-03-20,0
"M-6",2024-03-21,0
"M-6",2024-03-22,0
"M-6",2024-03-23,0
"M-6",2024-03-24,0
"M-6",2024-03-25,0
"M-6",2024-03-26,0
"M-6",2024-03-27,0
"M-6",2024-03-28,0
"M-6",2024-03-29,0
"M-6",2024-03-30,0
"M-6",2024-03-31,0
"M-6",2024-04-01,0
"M-6",2024-04-02,0
"M-6",2024-04-03,0
"M-6",2024-04-04,0
"M-6",2024-04-05,0
"M-6",2024-04-06,0
"M-6",2024-04-07,0
"M-6",2024-04-08,0
"M-6",2024-04-09,0
"M-6",2024-04-10,0
"M-6",2024-04-11,0
"M-6",2024-04-12,0
"M-6",2024-04-13,0
"M-6",2024-04-14,0
"M-6",2024-04-15,0
"M-6",2024-04-16,0
"M-6",2024-04-17,0
"M-6",2024-04-18,0
"M-6",2024-04-19,0
"M-6",2024-04-20,0
"M-6",2024-04-21,0
"M-6",2024-04-22,2
"M-6",2024-04-23,20
"M-6",2024-04-24,33
"M-6",2024-04-25,95
"M-6",2024-04-26,65
"M-6",2024-04-27,17
"M-6",2024-04-28,119
"M-6",2024-04-29,130
"M-6",2024-04-30,34
"M-6",2024-05-01,7
"M-6",2024-05-02,27
"M-6",2024-05-03,0
"M-6",2024-05-04,2
"M-6",2024-05-05,1
"M-6",2024-05-06,0
"M-6",2024-05-07,0
"M-6",2024-05-08,18
"M-6",2024-05-09,10
"M-6",2024-05-10,18
"M-6",2024-05-11,0
"M-6",2024-05-12,0
"M-6",2024-05-13,34
"M-6",2024-05-14,41
"M-6",2024-05-15,44
"M-6",2024-05-16,3
"M-6",2024-05-17,24
"M-6",2024-05-18,2
"M-6",2024-05-19,0
"M-6",2024-05-20,1
"M-6",2024-05-21,8
"M-6",2024-05-22,2
"M-6",2024-05-23,1
"M-6",2024-05-24,5
"M-6",2024-05-25,0
"M-6",2024-05-26,64
"M-6",2024-05-27,69
"M-6",2024-05-28,3
"M-6",2024-05-29,16
"M-6",2024-05-30,89
"M-6",2024-05-31,50
"M-6",2024-06-01,74
"M-6",2024-06-02,59
"M-6",2024-06-03,32
"M-6",2024-06-04,81
"M-6",2024-06-05,109
"M-6",2024-06-06,78
"M-6",2024-06-07,116
"M-6",2024-06-08,125
"M-6",2024-06-09,26
"M-6",2024-06-10,146
"M-6",2024-06-11,89
"M-6",2024-06-12,83
"M-6",2024-06-13,54
"M-6",2024-06-14,8
"M-6",2024-06-15,12
"M-6",2024-06-16,46
"M-6",2024-06-17,11
"M-6",2024-06-18,10
"M-6",2024-06-19,25
"M-6",2024-06-20,0
"M-6",2024-06-21,0
"M-6",2024-06-22,13
"M-6",2024-06-23,128
"M-6",2024-06-24,114
"M-6",2024-06-25,125
"M-6",2024-06-26,96
"M-6",2024-06-27,100
"M-6",2024-06-28,171
"M-7",2024-03-10,0
"M-7",2024-03-11,0
"M-7",2024-03-12,0
"M-7",2024-03-13,0
"M-7",2024-03-14,0
"M-7",2024-03-15,0
"M-7",2024-03-16,0
"M-7",2024-03-17,0
"M-7",2024-03-18,0
"M-7",2024-03-19,0
"M-7",2024-03-20,0
"M-7",2024-03-21,0
"M-7",2024-03-22,0
"M-7",2024-03-23,0
"M-7",2024-03-24,0
"M-7",2024-03-25,0
"M-7",2024-03-26,0
"M-7",2024-03-27,0
"M-7",2024-03-28,0
"M-7",2024-03-29,0
"M-7",2024-03-30,0
"M-7",2024-03-31,0
"M-7",2024-04-01,0
"M-7",2024-04-02,0
"M-7",2024-04-03,0
"M-7",2024-04-04,0
"M-7",2024-04-05,0
"M-7",2024-04-06,0
"M-7",2024-04-07,0
"M-7",2024-04-08,0
"M-7",2024-04-09,0
"M-7",2024-04-10,0
"M-7",2024-04-11,0
"M-7",2024-04-12,0
"M-7",2024-04-13,0
"M-7",2024-04-14,0
"M-7",2024-04-15,0
"M-7",2024-04-16,0
"M-7",2024-04-17,9
"M-7",2024-04-18,4
"M-7",2024-04-19,5
"M-7",2024-04-20,115
"M-7",2024-04-21,1
"M-7",2024-04-22,0
"M-7",2024-04-23,12
"M-7",2024-04-24,1
"M-7",2024-04-25,0
"M-7",2024-04-26,7
"M-7",2024-04-27,0
"M-7",2024-04-28,0
"M-7",2024-04-29,0
"M-7",2024-04-30,3
"M-7",2024-05-01,2
"M-7",2024-05-02,3
"M-7",2024-05-03,0
"M-7",2024-05-04,1
"M-7",2024-05-05,7
"M-7",2024-05-06,2
"M-7",2024-05-07,3
"M-7",2024-05-08,0
"M-7",2024-05-09,15
"M-7",2024-05-10,5
"M-7",2024-05-11,0
"M-7",2024-05-12,0
"M-7",2024-05-13,10
"M-7",2024-05-14,1
"M-7",2024-05-15,1
"M-7",2024-05-16,18
"M-7",2024-05-17,3
"M-7",2024-05-18,6
"M-7",2024-05-19,3
"M-7",2024-05-20,1
"M-7",2024-05-21,1
"M-7",2024-05-22,5
"M-7",2024-05-23,4
"M-7",2024-05-24,0
"M-7",2024-05-25,0
"M-7",2024-05-26,0
"M-7",2024-05-27,3
"M-7",2024-05-28,1
"M-7",2024-05-29,2
"M-7",2024-05-30,0
"M-7",2024-05-31,2
"M-7",2024-06-01,0
"M-7",2024-06-02,0
"M-7",2024-06-03,0
"M-7",2024-06-04,7
"M-7",2024-06-05,50
"M-7",2024-06-06,12
"M-7",2024-06-07,61
"M-7",2024-06-08,23
"M-7",2024-06-09,25
"M-7",2024-06-10,25
"M-7",2024-06-11,14
"M-7",2024-06-12,27
"M-7",2024-06-13,4
"M-7",2024-06-14,19
"M-7",2024-06-15,9
"M-7",2024-06-16,22
"M-7",2024-06-17,16
"M-7",2024-06-18,2
"M-7",2024-06-19,4
"M-7",2024-06-20,1
"M-7",2024-06-21,5
"M-7",2024-06-22,5
"M-7",2024-06-23,3
"M-7",2024-06-24,42
"M-7",2024-06-25,13
"M-7",2024-06-26,28
"M-7",2024-06-27,15
"M-7",2024-06-28,16
"M-9",2024-03-10,0
"M-9",2024-03-11,0
"M-9",2024-03-12,0
"M-9",2024-03-13,0
"M-9",2024-03-14,0
"M-9",2024-03-15,0
"M-9",2024-03-16,0
"M-9",2024-03-17,0
"M-9",2024-03-18,0
"M-9",2024-03-19,0
"M-9",2024-03-20,0
"M-9",2024-03-21,0
"M-9",2024-03-22,0
"M-9",2024-03-23,0
"M-9",2024-03-24,0
"M-9",2024-03-25,0
"M-9",2024-03-26,0
"M-9",2024-03-27,0
"M-9",2024-03-28,0
"M-9",2024-03-29,0
"M-9",2024-03-30,0
"M-9",2024-03-31,0
"M-9",2024-04-01,0
"M-9",2024-04-02,0
"M-9",2024-04-03,0
"M-9",2024-04-04,0
"M-9",2024-04-05,0
"M-9",2024-04-06,0
"M-9",2024-04-07,0
"M-9",2024-04-08,0
"M-9",2024-04-09,0
"M-9",2024-04-10,0
"M-9",2024-04-11,0
"M-9",2024-04-12,0
"M-9",2024-04-13,0
"M-9",2024-04-14,0
"M-9",2024-04-15,0
"M-9",2024-04-16,0
"M-9",2024-04-17,0
"M-9",2024-04-18,0
"M-9",2024-04-19,0
"M-9",2024-04-20,0
"M-9",2024-04-21,0
"M-9",2024-04-22,63
"M-9",2024-04-23,78
"M-9",2024-04-24,68
"M-9",2024-04-25,30
"M-9",2024-04-26,99
"M-9",2024-04-27,10
"M-9",2024-04-28,79
"M-9",2024-04-29,103
"M-9",2024-04-30,94
"M-9",2024-05-01,205
"M-9",2024-05-02,38
"M-9",2024-05-03,87
"M-9",2024-05-04,129
"M-9",2024-05-05,270
"M-9",2024-05-06,189
"M-9",2024-05-07,32
"M-9",2024-05-08,146
"M-9",2024-05-09,78
"M-9",2024-05-10,24
"M-9",2024-05-11,36
"M-9",2024-05-12,70
"M-9",2024-05-13,9
"M-9",2024-05-14,58
"M-9",2024-05-15,196
"M-9",2024-05-16,122
"M-9",2024-05-17,116
"M-9",2024-05-18,46
"M-9",2024-05-19,43
"M-9",2024-05-20,112
"M-9",2024-05-21,111
"M-9",2024-05-22,87
"M-9",2024-05-23,64
"M-9",2024-05-24,134
"M-9",2024-05-25,58
"M-9",2024-05-26,83
"M-9",2024-05-27,36
"M-9",2024-05-28,1
"M-9",2024-05-29,72
"M-9",2024-05-30,60
"M-9",2024-05-31,52
"M-9",2024-06-01,12
"M-9",2024-06-02,6
"M-9",2024-06-03,0
"M-9",2024-06-04,2
"M-9",2024-06-05,2
"M-9",2024-06-06,14
"M-9",2024-06-07,36
"M-9",2024-06-08,99
"M-9",2024-06-09,84
"M-9",2024-06-10,71
"M-9",2024-06-11,3
"M-9",2024-06-12,3
"M-9",2024-06-13,71
"M-9",2024-06-14,20
"M-9",2024-06-15,131
"M-9",2024-06-16,74
"M-9",2024-06-17,36
"M-9",2024-06-18,118
"M-9",2024-06-19,17
"M-9",2024-06-20,78
"M-9",2024-06-21,73
"M-9",2024-06-22,47
"M-9",2024-06-23,54
"M-9",2024-06-24,99
"M-9",2024-06-25,65
"M-9",2024-06-26,9
"M-9",2024-06-27,39
